,probeID,CpG_chrm,CpG_beg,CpG_end,probe_strand,gene,gene_HGNC,CTCF,distance,717HFZ,718AGZ,371WNR,318XQO,340OUL,893CAJ,151PZS,098CED,273PJW,377YFI,773VYR,928QES,786HDE,827FZN,364PIY,802QCI,021NNN,510ZEI,175NGE,670DBL,825ZCZ,912ILE,725WBV,829SZB,483NRC,717RYX,249ZBG,205OTD,765OKG,820YPQ,685BMF,545ZMG,294UQS,104ZSA,370EGY,860FWW,177TTP,151ZGD,743GHZ,990YHL,036WIO,state_modes
34657,cg17095936,chr1,168250627,168250629,-,TBX19,TBX19,chr1:168256108-168256242,5480.0,18,18,6,6,18,18,6,18,18,18,6,18,6,17,18,18,18,18,6,18,18,18,6,6,18,18,18,18,18,18,18,18,18,18,18,6,18,18,18,18,18,18
34691,cg26220985,chr1,168698348,168698350,+,DPT,DPT,chr1:168704308-168704442,5959.0,1,3,2,2,2,1,10,18,18,11,2,18,2,17,4,3,18,17,18,18,18,18,2,11,18,11,18,6,17,18,2,3,1,18,3,18,1,3,2,18,6,18
34696,cg10835876,chr1,168698976,168698978,-,DPT,DPT,chr1:168704308-168704442,5331.0,10,10,10,6,18,18,18,18,18,6,18,18,6,17,3,11,18,17,18,18,18,18,18,18,18,11,18,6,17,18,18,6,18,18,11,18,2,10,18,18,6,18
34707,cg16959606,chr1,169074933,169074935,+,ATP1B1,ATP1B1,chr1:169074872-169075006,0.0,1,14,3,3,3,1,3,1,10,1,3,1,10,4,4,3,3,1,1,3,1,3,3,2,4,4,1,3,1,3,3,3,1,14,3,4,14,14,3,3,4,3
34715,cg08785155,chr1,169076387,169076389,-,ATP1B1,ATP1B1,chr1:169075434-169075568,820.0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,2,1,3,1,1,1,1,1,1
34726,cg14287742,chr1,169335772,169335774,-,BLZF1;NME7,BLZF1;NME7,chr1:169317800-169317934,17839.0,18,6,11,18,6,6,18,6,6,6,6,6,18,18,18,6,6,6,2,6,18,6,6,6,6,6,18,18,18,6,18,18,18,18,18,18,6,6,18,6,6,6
34727,cg24407065,chr1,169335801,169335803,-,BLZF1;NME7,BLZF1;NME7,chr1:169317800-169317934,17868.0,18,6,11,18,11,6,18,4,6,6,6,6,18,18,18,6,6,11,2,6,18,6,6,6,6,6,10,18,18,6,18,18,18,18,18,18,6,6,2,11,6,6
34733,cg26628634,chr1,169337139,169337141,+,BLZF1;NME7,BLZF1;NME7,chr1:169317800-169317934,19206.0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34739,cg16121444,chr1,169337313,169337315,-,BLZF1;NME7,BLZF1;NME7,chr1:169317800-169317934,19380.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34755,cg08047907,chr1,169396857,169396859,+,CCDC181,CCDC181,chr1:169435629-169435763,38771.0,2,2,2,2,14,2,17,1,18,2,2,1,2,14,14,1,1,17,2,2,1,2,2,2,2,18,1,4,15,2,17,2,2,2,2,18,2,2,14,1,15,2
34781,cg13912204,chr1,169455528,169455530,+,RP1-206D15.6;SLC19A2,RP1-206D15.6;SLC19A2,chr1:169455121-169455255,274.0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,1,1,1
34786,cg09891761,chr1,169555673,169555675,-,F5,F5,chr1:169555714-169555848,40.0,2,15,2,4,16,1,9,4,2,17,14,14,14,15,15,14,4,16,2,11,4,4,15,17,17,3,2,1,14,4,2,4,3,11,14,11,14,16,4,14,11,14
34790,cg25256723,chr1,169555943,169555945,-,F5,F5,chr1:169555714-169555848,96.0,2,15,11,4,15,3,9,4,2,17,14,14,14,15,14,16,4,16,2,11,4,4,15,17,11,3,2,3,15,11,2,3,1,11,2,11,14,16,4,14,11,11
34796,cg01459453,chr1,169599211,169599213,+,SELP,SELP,chr1:169570443-169570577,28635.0,18,18,18,17,17,17,11,18,13,17,13,18,13,6,17,18,18,17,17,18,18,18,17,18,18,18,18,18,18,18,18,17,18,11,17,18,18,18,18,18,18,18
34797,cg09060914,chr1,169599557,169599559,-,SELP,SELP,chr1:169570443-169570577,28981.0,18,18,18,17,17,13,11,18,13,17,13,18,13,6,17,18,18,17,17,18,18,18,17,18,18,18,18,18,18,18,18,17,18,13,17,18,18,18,18,18,18,18
34806,cg19853494,chr1,169680612,169680614,+,C1orf112;SELL,C1orf112;SELL,chr1:169680813-169680947,200.0,2,18,18,2,17,17,11,4,18,2,17,4,13,11,4,18,2,2,6,11,2,2,17,17,3,18,1,3,9,17,2,4,2,3,2,10,2,18,2,3,18,2
34813,cg09784259,chr1,169703421,169703423,+,C1orf112;SELE,C1orf112;SELE,chr1:169681285-169681419,22003.0,18,18,18,18,17,17,18,18,18,17,17,17,18,17,17,18,18,17,17,18,18,17,17,17,18,18,18,18,17,17,18,18,18,18,18,18,18,17,18,17,18,18
34816,cg26023751,chr1,169763989,169763991,+,C1orf112;METTL18,C1orf112;METTL18,chr1:169763775-169763909,81.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
34821,cg16404689,chr1,169764272,169764274,+,C1orf112;METTL18,C1orf112;METTL18,chr1:169763775-169763909,364.0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
34836,cg23051655,chr1,169862720,169862722,-,SCYL3,SCYL3,chr1:169898173-169898307,35452.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34842,cg23258063,chr1,169863209,169863211,+,SCYL3,SCYL3,chr1:169898173-169898307,34963.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1
34860,cg06625811,chr1,170044076,170044078,-,KIFAP3,KIFAP3,chr1:170043934-170044068,9.0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,10,1,2,3,1,1,2,1,2,1,3,1,1,1,1,1,1,1,10,1,1,1,1,4,1
34891,cg22068764,chr1,170501644,170501646,-,GORAB;RP11-576I22.2,GORAB;RP11-576I22.2,chr1:170470805-170470939,30706.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34912,cg10730174,chr1,170633558,170633560,+,PRRX1,PRRX1,chr1:170634131-170634265,572.0,14,14,14,14,15,1,3,3,4,1,14,14,1,14,14,14,1,15,2,4,1,1,14,1,14,14,1,14,15,1,14,1,1,14,1,15,14,14,2,1,15,14
34945,cg25778166,chr1,171059934,171059936,+,FMO3,FMO3,chr1:171050491-171050625,9310.0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,6,18,18,18,18,3,18,18,18,18,18,18,18,18,18,18,18,18,18,18
34947,cg18063149,chr1,171060070,171060072,-,FMO3,FMO3,chr1:171050491-171050625,9446.0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,6,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,18,18
34961,cg14721213,chr1,171154611,171154613,+,FMO2,FMO2,chr1:171157920-171158054,3308.0,2,10,2,18,18,1,2,2,18,2,2,18,1,18,1,11,18,18,18,18,18,18,18,2,18,18,18,18,18,10,18,1,2,18,2,18,1,18,18,2,18,18
34969,cg15514848,chr1,171217554,171217556,+,FMO1;RP1-45C12.1,FMO1;RP1-45C12.1,chr1:171214736-171214870,2685.0,18,18,18,18,10,18,18,18,18,18,17,18,6,18,18,18,18,17,17,6,18,18,10,18,18,18,18,18,17,18,18,17,18,17,18,18,18,18,18,18,18,18
34983,cg21183846,chr1,171283202,171283204,+,FMO4,FMO4,chr1:171283063-171283197,6.0,2,1,2,2,10,10,18,1,6,2,2,1,6,10,1,1,1,6,2,18,1,2,10,18,2,18,2,1,18,6,2,2,2,1,2,18,1,1,2,2,18,2
34996,cg04393897,chr1,171454517,171454519,+,PRRC2C,PRRC2C,chr1:171454460-171454594,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34999,cg11594415,chr1,171454667,171454669,+,PRRC2C,PRRC2C,chr1:171454460-171454594,74.0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35017,cg22077553,chr1,171621731,171621733,+,MYOC,MYOC,chr1:171624763-171624897,3031.0,11,9,9,18,18,10,9,18,18,9,3,18,10,6,6,9,18,18,17,18,18,18,18,11,6,11,18,11,18,6,6,10,11,18,11,18,11,9,18,18,18,18
35030,cg06540941,chr1,171710565,171710567,+,VAMP4,VAMP4,chr1:171710494-171710628,0.0,3,1,1,4,1,1,1,1,2,2,2,1,1,3,3,1,1,1,1,2,1,4,1,2,2,2,2,3,2,2,2,2,2,4,3,10,1,3,2,1,2,1
35039,cg01653110,chr1,171711840,171711842,+,VAMP4,VAMP4,chr1:171710494-171710628,1213.0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,3,10,1,1,1,1,1,1
35077,cg23391785,chr1,171810971,171810973,+,DNM3,DNM3,chr1:171820173-171820307,9201.0,2,14,1,2,14,1,1,1,2,3,4,1,1,1,4,14,1,1,2,4,1,1,14,1,2,14,1,14,3,3,4,1,3,14,4,3,2,14,3,1,2,1
35119,cg11584111,chr1,172412836,172412838,+,C1orf105;PIGC,C1orf105;PIGC,chr1:172413227-172413361,390.0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1
35138,cg20525378,chr1,172501429,172501431,+,SUCO,SUCO,chr1:172502492-172502626,1062.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1
35163,cg10161121,chr1,172628019,172628021,-,FASLG,FASLG,chr1:172578796-172578930,49090.0,18,18,18,18,17,6,18,18,18,18,18,18,13,11,18,18,18,10,18,18,18,18,18,18,17,11,18,17,10,18,18,18,18,11,18,18,18,17,18,18,6,18
35165,cg00071250,chr1,172628262,172628264,+,FASLG,FASLG,chr1:172578796-172578930,49333.0,18,18,18,18,17,11,2,18,18,18,18,18,13,11,18,18,18,10,18,18,18,18,18,18,11,18,18,10,10,1,10,18,18,11,18,10,18,17,1,18,6,18
35191,cg19589427,chr1,173019719,173019721,+,RP1-15D23.2;TNFSF18,RP1-15D23.2;TNFSF18,chr1:172974461-172974595,45125.0,18,18,6,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,11,18,18,18,18,18
35199,cg16517394,chr1,173176361,173176363,-,TNFSF4,TNFSF4,chr1:173171625-173171759,4603.0,2,18,10,4,11,11,18,2,11,18,2,18,2,18,4,9,18,10,6,11,18,18,11,4,11,11,4,18,9,10,6,3,6,9,2,10,2,4,4,6,11,18
35202,cg10861599,chr1,173176522,173176524,+,TNFSF4,TNFSF4,chr1:173171625-173171759,4764.0,18,18,10,6,11,6,18,11,17,18,2,18,2,18,4,18,18,10,6,18,18,18,11,2,11,18,11,18,11,10,6,2,6,9,18,10,18,2,4,6,11,18
35214,cg24420778,chr1,173445978,173445980,+,PRDX6,PRDX6,chr1:173458476-173458610,12497.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1
35240,cg15883716,chr1,173638700,173638702,-,ANKRD45,ANKRD45,chr1:173660400-173660534,21699.0,2,14,17,16,14,4,11,1,18,14,14,2,12,14,4,1,2,16,1,2,2,2,14,4,17,11,2,11,17,16,18,2,2,14,15,4,14,14,16,3,18,14
35242,cg04446579,chr1,173639070,173639072,-,ANKRD45,ANKRD45,chr1:173660400-173660534,21329.0,17,14,17,16,14,11,17,4,18,16,15,4,17,14,2,2,2,17,2,18,2,2,16,2,11,11,2,11,17,17,17,2,2,18,16,18,14,15,16,2,14,2
35255,cg24241455,chr1,173683937,173683939,-,KLHL20,KLHL20,chr1:173684325-173684459,387.0,1,1,1,1,3,1,1,1,10,1,3,1,1,1,3,1,1,1,1,1,1,1,3,2,1,3,1,3,1,1,1,1,2,1,1,10,1,3,1,1,2,1
35260,cg11905617,chr1,173684473,173684475,+,KLHL20,KLHL20,chr1:173684325-173684459,15.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1
35283,cg25372135,chr1,173793933,173793935,+,CENPL;DARS2,CENPL;DARS2,chr1:173793990-173794124,56.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
35305,cg06189265,chr1,173837001,173837003,-,GAS5;ZBTB37,GAS5;ZBTB37,chr1:173794308-173794442,42560.0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,2,1
35318,cg10578779,chr1,173837994,173837996,-,GAS5;ZBTB37,GAS5;ZBTB37,chr1:173794308-173794442,43553.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
35324,cg01770400,chr1,173886484,173886486,+,SERPINC1,SERPINC1,chr1:173883532-173883666,2819.0,18,18,18,18,9,6,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,18,10,18,18,6,18,1,18,18,18,18,18,18,18,18,6,18,18,18,18,18
35326,cg14047008,chr1,173887010,173887012,-,SERPINC1,SERPINC1,chr1:173883532-173883666,3345.0,18,18,18,18,6,18,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,18,10,18,18,11,18,3,18,18,18,18,18,18,18,18,6,18,18,18,18,18
35354,cg18504532,chr1,174129334,174129336,-,RABGAP1L;RP11-160H22.5,RABGAP1L;RP11-160H22.5,chr1:174134692-174134826,5357.0,1,4,1,1,1,1,1,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,4,3,1,1,3,1,1,1,1
35389,cg16743289,chr1,174968143,174968145,-,CACYBP,CACYBP,chr1:174967750-174967884,260.0,3,3,3,3,1,3,3,1,1,1,3,1,1,3,3,3,1,1,1,3,1,3,3,1,1,3,1,1,1,1,3,1,3,3,3,10,1,3,3,3,3,3
35409,cg25335775,chr1,174992313,174992315,+,MRPS14;Y_RNA,MRPS14;Y_RNA,chr1:174998992-174999126,6678.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1
35416,cg21076470,chr1,174992743,174992745,+,MRPS14;Y_RNA,MRPS14;Y_RNA,chr1:174998992-174999126,6248.0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
35460,cg01095590,chr1,175161784,175161786,+,KIAA0040,KIAA0040,chr1:175162015-175162149,230.0,1,1,1,1,1,1,1,1,1,1,3,2,1,3,1,3,2,1,1,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,14,3,2,2,1
35462,cg11908570,chr1,175162043,175162045,-,KIAA0040,KIAA0040,chr1:175162015-175162149,0.0,1,1,1,1,1,1,1,3,10,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,6,1
35556,cg10994126,chr1,176432497,176432499,-,PAPPA2,PAPPA2,chr1:176435807-176435941,3309.0,18,18,18,18,6,18,13,18,18,18,17,18,18,17,18,18,18,18,18,18,18,18,13,18,18,3,18,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18
35591,cg14659404,chr1,177134018,177134020,+,ASTN1,ASTN1,chr1:177150925-177151059,16906.0,16,14,16,16,16,14,17,1,18,16,14,1,4,4,16,14,1,16,14,18,1,1,14,2,16,15,1,16,16,17,16,2,2,16,15,17,14,14,16,1,16,16
35592,cg23492043,chr1,177134265,177134267,+,ASTN1,ASTN1,chr1:177150925-177151059,16659.0,16,14,16,16,16,14,17,1,18,16,16,1,17,4,16,14,1,16,14,18,1,1,16,17,16,16,1,16,16,17,17,17,2,16,16,17,14,14,16,1,16,16
35597,cg13843613,chr1,177140125,177140127,+,BRINP2,BRINP2,chr1:177150925-177151059,10799.0,14,14,14,16,14,14,15,1,4,4,14,1,4,14,14,14,1,16,2,4,2,1,14,14,16,14,1,15,15,15,14,2,2,16,14,14,14,14,14,1,15,14
35604,cg13589108,chr1,177140679,177140681,-,BRINP2,BRINP2,chr1:177150925-177151059,10245.0,16,15,15,16,15,14,17,1,11,11,14,1,18,14,4,15,1,16,2,11,1,1,16,15,16,15,2,16,16,16,16,2,4,16,15,11,15,15,16,1,16,16
35665,cg16962970,chr1,178062685,178062687,-,RASAL2;RASAL2-AS1,RASAL2;RASAL2-AS1,chr1:178062443-178062577,109.0,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,14,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1
35706,cg25461905,chr1,178481806,178481808,-,TEX35,TEX35,chr1:178482505-178482639,698.0,18,6,18,18,17,6,18,17,11,18,17,17,18,17,6,18,18,18,18,6,18,18,18,6,18,18,18,18,18,18,18,11,11,18,18,18,18,6,18,18,18,18
35707,cg11832543,chr1,178481817,178481819,-,TEX35,TEX35,chr1:178482505-178482639,687.0,18,6,18,18,17,6,18,17,11,18,17,17,18,17,6,18,18,18,18,6,18,18,18,6,18,18,18,18,18,18,18,11,11,18,18,18,18,6,18,18,18,18
35729,cg19399532,chr1,178512494,178512496,-,C1orf220;TEX35,C1orf220;TEX35,chr1:178512219-178512353,142.0,3,3,3,3,3,3,2,3,2,11,3,3,2,3,3,3,4,1,1,4,3,3,1,2,4,3,3,3,1,3,1,1,3,4,4,1,3,3,3,1,11,3
35749,cg10559803,chr1,178693896,178693898,-,RALGPS2;RP11-428K3.1,RALGPS2;RP11-428K3.1,chr1:178703245-178703379,9348.0,3,3,3,3,1,1,10,3,2,4,2,1,2,3,4,3,1,1,1,3,3,2,3,2,1,4,1,3,1,3,2,1,1,3,4,1,2,3,3,3,2,3
35758,cg08643928,chr1,178694480,178694482,+,RALGPS2;RP11-428K3.1,RALGPS2;RP11-428K3.1,chr1:178703245-178703379,8764.0,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1
35765,cg07044282,chr1,178840136,178840138,-,ANGPTL1;RALGPS2,ANGPTL1;RALGPS2,chr1:178855140-178855274,15003.0,1,1,1,3,10,1,18,6,11,3,1,4,1,9,4,1,2,9,3,3,18,2,9,2,18,11,18,3,10,6,10,1,2,18,1,10,1,1,1,2,18,1
35780,cg01426743,chr1,178994242,178994244,-,FAM20B,FAM20B,chr1:178971933-178972067,22176.0,2,4,4,4,9,11,10,2,6,2,1,6,2,4,11,6,1,18,11,18,10,11,3,6,11,11,6,11,10,6,1,11,11,11,4,11,4,4,3,18,6,11
35783,cg12629244,chr1,178994354,178994356,-,FAM20B,FAM20B,chr1:178971933-178972067,22288.0,2,4,4,4,9,11,10,2,6,2,1,6,2,4,11,6,1,18,11,18,10,11,3,6,11,11,6,11,10,6,1,11,11,11,4,11,4,4,3,18,6,11
35808,cg27403822,chr1,179050982,179050984,-,TOR3A,TOR3A,chr1:179048408-179048542,2441.0,1,3,1,1,1,1,3,1,1,1,3,3,1,3,3,3,1,1,1,1,3,3,1,1,1,3,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,1
35815,cg02709261,chr1,179051892,179051894,+,TOR3A,TOR3A,chr1:179048408-179048542,3351.0,2,4,1,3,2,2,3,3,1,1,3,1,1,3,3,1,1,1,1,2,1,1,1,1,1,4,1,3,1,2,3,1,1,4,3,3,1,3,1,3,2,1
35836,cg04691540,chr1,179198413,179198415,+,ABL2,ABL2,chr1:179220972-179221106,22558.0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1
35843,cg18433086,chr1,179199612,179199614,+,ABL2,ABL2,chr1:179220972-179221106,21359.0,11,18,9,9,18,18,18,11,18,18,10,10,10,18,11,18,2,10,11,18,3,11,18,18,18,18,11,18,18,18,18,18,18,18,18,6,11,18,3,9,18,18
35848,cg02275294,chr1,179262461,179262463,-,SOAT1,SOAT1,chr1:179262867-179263001,405.0,1,3,1,3,3,1,1,1,10,1,3,1,10,3,3,3,3,10,1,1,3,1,1,1,3,3,1,3,10,1,3,1,1,3,3,10,3,3,3,3,18,3
35860,cg12118011,chr1,179263294,179263296,-,SOAT1,SOAT1,chr1:179262867-179263001,294.0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
35928,cg12277666,chr1,179560869,179560871,-,TDRD5,TDRD5,chr1:179561310-179561444,440.0,14,15,16,1,16,16,12,14,4,17,14,14,13,15,14,14,16,17,2,4,16,15,14,16,16,14,16,17,16,4,14,4,14,16,16,15,14,14,2,2,15,14
35932,cg09656934,chr1,179561499,179561501,-,TDRD5,TDRD5,chr1:179561310-179561444,56.0,16,16,16,17,15,16,12,16,18,17,16,16,13,16,16,16,17,17,2,18,16,16,16,16,16,15,17,17,15,11,16,17,16,16,16,16,16,15,18,17,17,16
35940,cg05421688,chr1,179711858,179711860,+,FAM163A,FAM163A,chr1:179712047-179712181,188.0,14,15,14,16,14,15,16,16,11,14,14,14,17,15,15,15,16,15,14,11,16,14,14,17,15,15,16,16,16,15,15,2,14,15,14,15,14,15,14,14,15,14
35948,cg13449778,chr1,179712297,179712299,+,FAM163A,FAM163A,chr1:179712047-179712181,117.0,14,14,14,14,14,14,15,14,4,14,14,2,17,14,14,14,14,15,14,4,14,14,14,14,14,15,14,11,15,15,14,2,14,16,15,15,14,14,14,14,14,14
35982,cg07761912,chr1,179846928,179846930,-,TOR1AIP2,TOR1AIP2,chr1:179846848-179846982,0.0,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,10,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,10,1,1,1,1,2,1
35984,cg16381752,chr1,179847084,179847086,-,TOR1AIP2,TOR1AIP2,chr1:179846848-179846982,103.0,3,2,3,4,2,1,4,1,4,2,2,1,2,2,4,1,1,9,2,4,1,1,2,4,4,11,1,3,3,3,1,1,3,4,3,11,2,4,4,1,6,1
35996,cg18792584,chr1,179851233,179851235,-,RP11-533E19.7;TOR1AIP1,RP11-533E19.7;TOR1AIP1,chr1:179851891-179852025,657.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
36000,cg03115649,chr1,179851534,179851536,-,RP11-533E19.7;TOR1AIP1,RP11-533E19.7;TOR1AIP1,chr1:179851891-179852025,356.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
36018,cg25478157,chr1,179924305,179924307,+,CEP350;RP11-533E19.5,CEP350;RP11-533E19.5,chr1:179923147-179923281,1025.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
36035,cg08812504,chr1,180123797,180123799,-,QSOX1,QSOX1,chr1:180137270-180137404,13472.0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1
36040,cg08755040,chr1,180124538,180124540,-,QSOX1,QSOX1,chr1:180137270-180137404,12731.0,2,4,1,1,14,1,3,1,1,1,1,1,2,4,3,1,1,1,1,3,1,1,14,1,2,3,1,3,1,1,4,1,1,4,3,1,1,14,3,1,2,1
36065,cg25680829,chr1,180198308,180198310,+,LHX4,LHX4,chr1:180200872-180201006,2563.0,14,14,14,15,15,15,15,14,4,14,14,14,17,14,14,15,14,16,16,11,14,14,15,14,14,15,14,15,15,15,14,2,14,15,14,6,14,14,14,14,14,14
36073,cg22126266,chr1,180199559,180199561,-,LHX4,LHX4,chr1:180200872-180201006,1312.0,2,14,2,2,14,2,2,14,2,14,2,14,2,14,14,14,2,15,2,2,2,2,15,4,14,14,14,4,14,14,14,2,2,14,14,2,14,14,2,2,16,14
36111,cg26750139,chr1,180471248,180471250,-,LHX4-AS1,LHX4-AS1,chr1:180471150-180471284,0.0,1,3,1,1,1,3,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3,1,1,1,1
36118,cg00223186,chr1,180472199,180472201,+,LHX4-AS1,LHX4-AS1,chr1:180472006-180472140,60.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
36139,cg08638395,chr1,180601031,180601033,-,XPR1,XPR1,chr1:180600914-180601048,0.0,10,1,10,2,10,10,10,2,18,2,1,2,10,2,1,2,2,10,1,2,10,2,1,2,1,18,2,1,10,2,10,10,1,10,2,10,2,1,1,2,2,2
36143,cg16394138,chr1,180601362,180601364,-,XPR1,XPR1,chr1:180600914-180601048,315.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
36213,cg01040850,chr1,181002668,181002670,-,MR1,MR1,chr1:181007684-181007818,5015.0,3,1,3,3,3,3,10,3,10,3,3,3,9,9,3,9,3,10,1,9,3,3,9,10,3,9,3,1,9,10,3,3,1,3,3,10,3,3,1,3,9,3
36225,cg13228642,chr1,181057359,181057361,+,IER5,IER5,chr1:181058968-181059102,1608.0,1,4,3,3,4,4,10,3,18,1,4,18,18,4,4,4,4,10,2,2,4,4,3,18,4,3,2,4,9,1,4,2,4,3,3,9,3,3,3,4,11,4
36399,cg17892328,chr1,182360793,182360795,+,GLUL,GLUL,chr1:182360447-182360581,213.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
