GEO Dataset,Control SRR list 1,Control SRR list 2,H3K4me3 GEO,H3K4me3 SRR list,H3K27ac GEO,H3K27ac SRR list,H3K4me1 GEO,H3K4me1 SRR list,H3K27me3 GEO,H3K27me3 SRR list,H3K9me3 GEO,H3K9me3 SRR list,H3K36me3 GEO,H3K36me3 SRR list,Age,Age notes,Sex,"Cell line, primary cell, organoid, or tissue",Cell type class,Cell type,Cancer state,Disease (if any),Treatment (if any),Platform,SE or PE,biological replicate,technical replicate,biological or technical replicate,Study,Notes
GSE128142,SRR8710381,,GSM3665549,SRR8710384,GSM3665547,SRR8710382,GSM3665548,SRR8710383,,,,,,,,,,cell line,Neural,HRPEpiC,,,control,Illumina HiSeq 2000,SE,,,,TNF study,
GSE128142,SRR8710385,,GSM3665553,SRR8710388,GSM3665551,SRR8710386,GSM3665552,SRR8710387,,,,,,,,,,cell line,Neural,HRPEpiC,,,TNF-alpha + TGF-beta,Illumina HiSeq 2000,SE,,,,TNF study,
GSE129380,SRR8858565,,GSM3712095,SRR8858559,GSM3712097,SRR8858561,,,GSM3712093,SRR8858557,,,,,,,,cell line,Blood,K-562,,,control,Illumina NextSeq 500,SE,,,,EZH2 inhibition study,
GSE129380,SRR8858566,,GSM3712096,SRR8858560,GSM3712098,SRR8858562,,,GSM3712094,SRR8858558,,,,,,,,cell line,Blood,K-562,,,EPZ-011989,Illumina NextSeq 500,SE,,,,EZH2 inhibition study,
GSE129777,SRR8893606,,,,GSM3721940,SRR8893610,,,GSM3721942,SRR8893612; SRR8893613,,,,,,,,cell line,Neural,DIPG7,,,control,Illumina NovaSeq 6000,PE,,,,H3.3 study,
GSE129777,SRR8893606,,,,GSM3721941,SRR8893611,,,GSM3721943,SRR8893614; SRR8893615,,,,,,,,cell line,Neural,DIPG7,,,H3.3 overexpression,Illumina NovaSeq 6000,PE,,,,H3.3 study,
GSE130306,SRR8955356,,GSM3735793,SRR8955358,,,,,GSM3735797,SRR8955362,GSM3735795,SRR8955360,,,,,,cell line,Lung,WI-38,,,oncogene induced senescence day 0,Illumina HiSeq 2000,PE,,,1,senescence study,
GSE130306,SRR8955357,,GSM3735794,SRR8955359,,,,,GSM3735798,SRR8955363,GSM3735796,SRR8955361,,,,,,cell line,Lung,WI-38,,,oncogene induced senescence day 0,Illumina HiSeq 2000,PE,,,2,senescence study,
GSE130306,SRR8955364,,GSM3735801,SRR8955366,,,,,GSM3735805,SRR8955370,GSM3735803,SRR8955368,,,,,,cell line,Lung,WI-38,,,oncogene induced senescence day 2,Illumina HiSeq 2000,PE,,,1,senescence study,
GSE130306,SRR8955365,,GSM3735802,SRR8955367,,,,,GSM3735806,SRR8955371,GSM3735804,SRR8955369,,,,,,cell line,Lung,WI-38,,,oncogene induced senescence day 2,Illumina HiSeq 2000,PE,,,2,senescence study,
GSE130306,SRR8955372,,GSM3735809,SRR8955374,,,,,GSM3735813,SRR8955378,GSM3735811,SRR8955376,,,,,,cell line,Lung,WI-38,,,oncogene induced senescence day 6,Illumina HiSeq 2000,PE,,,1,senescence study,
GSE130306,SRR8955373,,GSM3735810,SRR8955375,,,,,GSM3735814,SRR8955379,GSM3735812,SRR8955377,,,,,,cell line,Lung,WI-38,,,oncogene induced senescence day 6,Illumina HiSeq 2000,PE,,,2,senescence study,
GSE130306,SRR8955380,,GSM3735817,SRR8955382,,,,,GSM3735821,SRR8955386,GSM3735819,SRR8955384,,,,,,cell line,Lung,WI-38,,,oncogene induced senescence day 10,Illumina HiSeq 2000,PE,,,1,senescence study,
GSE130306,SRR8955381,,GSM3735818,SRR8955383,,,,,GSM3735822,SRR8955387,GSM3735820,SRR8955385,,,,,,cell line,Lung,WI-38,,,oncogene induced senescence day 10,Illumina HiSeq 2000,PE,,,2,senescence study,
GSE130306,SRR8955388,,GSM3735825,SRR8955390,,,,,GSM3735829,SRR8955394,GSM3735827,SRR8955392,,,,,,cell line,Lung,WI-38,,,proliferative,Illumina HiSeq 2000,PE,,,1,senescence study,
GSE130306,SRR8955389,,GSM3735826,SRR8955391,,,,,GSM3735830,SRR8955395,GSM3735828,SRR8955393,,,,,,cell line,Lung,WI-38,,,proliferative,Illumina HiSeq 2000,PE,,,2,senescence study,
GSE130306,SRR8955397,,GSM3735833,SRR8955399,,,,,GSM3735837,SRR8955403,GSM3735835,SRR8955401,,,,,,cell line,Lung,WI-38,,,replicative senescence,Illumina HiSeq 2000,PE,,,1,senescence study,
GSE130306,SRR8955398,,GSM3735834,SRR8955400,,,,,GSM3735838,SRR8955404,GSM3735836,SRR8955402,,,,,,cell line,Lung,WI-38,,,replicative senescence,Illumina HiSeq 2000,PE,,,2,senescence study,
GSE130516,SRR8992990,,,,GSM3741653,SRR8992986,,,,,,,,,,,,cell line,Blood,OCI-LY1,,,control,Illumina NextSeq 500,SE,1,,,HDAC inhibition study,
GSE130516,SRR8992991,,,,GSM3741654,SRR8992987,,,,,,,,,,,,cell line,Blood,OCI-LY1,,,RGFP966,Illumina NextSeq 500,SE,1,,,HDAC inhibition study,
GSE130516,SRR8992992,,,,GSM3741655,SRR8992988,,,,,,,,,,,,cell line,Blood,OCI-LY1,,,control,Illumina NextSeq 500,SE,2,,,HDAC inhibition study,
GSE130516,SRR8992993,,,,GSM3741656,SRR8992989,,,,,,,,,,,,cell line,Blood,OCI-LY1,,,RGFP966,Illumina NextSeq 500,SE,2,,,HDAC inhibition study,
GSE131436,SRR9087253; SRR9087254; SRR9087255; SRR9087256,,,,GSM3780673,SRR9087257; SRR9087258; SRR9087259; SRR9087260,,,,,,,,,,,,cell line,Blood,BLaER2,,,control,Illumina NextSeq 500,PE,,,,HDAC inhibition study,
GSE131436,SRR9087261; SRR9087262; SRR9087263; SRR9087264,,,,GSM3780675,SRR9087265; SRR9087266; SRR9087267; SRR9087268,,,,,,,,,,,,cell line,Blood,BLaER2,,,Entinostat,Illumina NextSeq 500,PE,,,,HDAC inhibition study,
GSE134136,SRR9670068,,GSM3937778,SRR9670072,GSM3937775,SRR9670069,,,GSM3937779,SRR9670073,,,,,,,,cell line,Blood,KARPAS-422,,,control,Illumina HiSeq 2000,SE,,,,PRC2 inhibition study,
GSE134136,SRR9670068,,GSM3937783,SRR9670077,GSM3937780,SRR9670074,,,GSM3937784,SRR9670078,,,,,,,,cell line,Blood,KARPAS-422,,,8 days 1.5uM CPI360,Illumina HiSeq 2000,SE,,,,PRC2 inhibition study,
GSE134136,SRR9670068,,GSM3937788,SRR9670082,GSM3937785,SRR9670079,,,GSM3937789,SRR9670083,,,,,,,,cell line,Blood,KARPAS-422,,,4 days 1.5uM CPI360,Illumina HiSeq 2000,SE,,,,PRC2 inhibition study,
GSE136759,SRR10059524,,,,GSM4057502,SRR10059518,,,,,GSM4057505,SRR10059521,,,,,,cell line,Blood,OCI-AML3,,,control,Illumina NextSeq 500,SE,,,,endogenous retrovirus silencing study,
GSE136759,SRR10059524,,,,GSM4057503,SRR10059519,,,,,GSM4057506,SRR10059522,,,,,,cell line,Blood,OCI-AML3,,,dCas9-KRAB + 4 lentivirus sgRNA,Illumina NextSeq 500,SE,,,1,endogenous retrovirus silencing study,
GSE136759,SRR10059524,,,,GSM4057504,SRR10059520,,,,,GSM4057507,SRR10059523,,,,,,cell line,Blood,OCI-AML3,,,dCas9-KRAB + 4 lentivirus sgRNA,Illumina NextSeq 500,SE,,,2,endogenous retrovirus silencing study,
GSE136759,SRR10059532,,,,GSM4057509,SRR10059525,,,,,GSM4057512,SRR10059528,,,,,,cell line,Blood,K-562,,,control,Illumina NextSeq 500,SE,,,,endogenous retrovirus silencing study,
GSE136759,SRR10059532,,,,GSM4057510,SRR10059526,,,,,GSM4057513,SRR10059529,,,,,,cell line,Blood,K-562,,,dCas9-KRAB + 4 lentivirus sgRNA,Illumina NextSeq 500,SE,,,1,endogenous retrovirus silencing study,
GSE136759,SRR10059532,,,,GSM4057511,SRR10059527,,,,,,,,,,,,cell line,Blood,K-562,,,dCas9-KRAB + 4 lentivirus sgRNA,Illumina NextSeq 500,SE,,,2,endogenous retrovirus silencing study,
GSE138378,SRR10225162,,GSM4106243,SRR10225161,,,,,,,,,,,-0.268,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,healthy,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225164,,GSM4106245,SRR10225163,,,,,,,,,,,-0.239,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,healthy,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225166,,GSM4106247,SRR10225165,,,,,,,,,,,-0.22,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,healthy,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225168,,GSM4106249,SRR10225167,,,,,,,,,,,-0.213,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,preterm chorioamnionitis-exposed,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225170,,GSM4106251,SRR10225169,,,,,,,,,,,-0.212,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,preterm chorioamnionitis-exposed,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225172,,GSM4106253,SRR10225171,,,,,,,,,,,-0.256,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,preterm chorioamnionitis-exposed,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225174,,GSM4106255,SRR10225173,,,,,,,,,,,-0.169,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,healthy,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225176,,GSM4106257,SRR10225175,,,,,,,,,,,-0.127,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,healthy,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225178,,GSM4106259,SRR10225177,,,,,,,,,,,-0.133,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,healthy,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225180,,GSM4106261,SRR10225179,,,,,,,,,,,-0.108,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,preterm chorioamnionitis-exposed,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225182,,GSM4106263,SRR10225181,,,,,,,,,,,-0.136,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,preterm chorioamnionitis-exposed,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225185,,GSM4106266,SRR10225184,,,,,,,,,,,-0.098,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,healthy,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225187,,GSM4106268,SRR10225186,,,,,,,,,,,-0.006,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,healthy,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225189,,GSM4106270,SRR10225188,,,,,,,,,,,-0.029,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,healthy,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225191,,GSM4106272,SRR10225190,,,,,,,,,,,0.018,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,preterm chorioamnionitis-exposed,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225193,,GSM4106274,SRR10225192,,,,,,,,,,,-0.021,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,preterm chorioamnionitis-exposed,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225195,,GSM4106276,SRR10225194,,,,,,,,,,,0.017,Mixture,,tissue,Blood,CD4-Positive T-Lymphocytes,,preterm chorioamnionitis-exposed,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225197,,GSM4106278,SRR10225196,,,,,,,,,,,35,,F,tissue,Blood,CD4-Positive T-Lymphocytes,,healthy,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225199,,GSM4106280,SRR10225198,,,,,,,,,,,37,,F,tissue,Blood,CD4-Positive T-Lymphocytes,,healthy,,Illumina HiSeq 2500,SE,,,,,
GSE138378,SRR10225201,,GSM4106282,SRR10225200,,,,,,,,,,,44,,M,tissue,Blood,CD4-Positive T-Lymphocytes,,healthy,,Illumina HiSeq 2500,SE,,,,,
GSE141053,SRR10534455,,GSM4193228,SRR10534453,,,,,GSM4193229,SRR10534454,,,,,,,,cell line,Lung,NCI-H1299,,,control,Illumina NovaSeq 6000,PE,,,,metformin study,
GSE141053,SRR10534458,,GSM4193231,SRR10534456,,,,,GSM4193232,SRR10534457,,,,,,,,cell line,Lung,NCI-H1299,,,metformin,Illumina NovaSeq 6000,PE,,,,metformin study,
GSE141081,SRR10540124,,GSM4194653,SRR10540100,GSM4194659,SRR10540106,GSM4194665,SRR10540112,,,,,,,,,,cell line,Bone,U2OS,,,,Illumina NextSeq 500,SE,,,1,cell cycle study,interphase
GSE141081,SRR10540127,,GSM4194654,SRR10540101,GSM4194660,SRR10540107,GSM4194666,SRR10540113,,,,,,,,,,cell line,Bone,U2OS,,,,Illumina NextSeq 500,SE,,,2,cell cycle study,interphase
GSE141081,SRR10540125,,GSM4194655,SRR10540102,GSM4194661,SRR10540108,GSM4194667,SRR10540114,,,,,,,,,,cell line,Bone,U2OS,,,,Illumina NextSeq 500,SE,,,1,cell cycle study,prometaphase
GSE141081,SRR10540128,,GSM4194656,SRR10540103,GSM4194662,SRR10540109,GSM4194668,SRR10540115,,,,,,,,,,cell line,Bone,U2OS,,,,Illumina NextSeq 500,SE,,,2,cell cycle study,prometaphase
GSE141081,SRR10540126,,GSM4194657,SRR10540104,GSM4194663,SRR10540110,GSM4194669,SRR10540116,,,,,,,,,,cell line,Bone,U2OS,,,,Illumina NextSeq 500,SE,,,1,cell cycle study,anaphase/telophase
GSE141081,SRR10540129,,GSM4194658,SRR10540105,GSM4194664,SRR10540111,GSM4194670,SRR10540117,,,,,,,,,,cell line,Bone,U2OS,,,,Illumina NextSeq 500,SE,,,2,cell cycle study,anaphase/telophase
GSE141081,SRR10540157,,GSM4194686,SRR10540133,GSM4194692,SRR10540139,GSM4194698,SRR10540145,,,,,,,,,,cell line,Neural,HRPEpiC,,,,Illumina NextSeq 500,SE,,,1,cell cycle study,interphase
GSE141081,SRR10540160,,GSM4194687,SRR10540134,GSM4194693,SRR10540140,GSM4194699,SRR10540146,,,,,,,,,,cell line,Neural,HRPEpiC,,,,Illumina NextSeq 500,SE,,,2,cell cycle study,interphase
GSE141081,SRR10540158,,GSM4194688,SRR10540135,GSM4194694,SRR10540141,GSM4194700,SRR10540147,,,,,,,,,,cell line,Neural,HRPEpiC,,,,Illumina NextSeq 500,SE,,,1,cell cycle study,prometaphase
GSE141081,SRR10540161,,GSM4194689,SRR10540136,GSM4194695,SRR10540142,GSM4194701,SRR10540148,,,,,,,,,,cell line,Neural,HRPEpiC,,,,Illumina NextSeq 500,SE,,,2,cell cycle study,prometaphase
GSE141081,SRR10540159,,GSM4194690,SRR10540137,GSM4194696,SRR10540143,GSM4194702,SRR10540149,,,,,,,,,,cell line,Neural,HRPEpiC,,,,Illumina NextSeq 500,SE,,,1,cell cycle study,anaphase/telophase
GSE141081,SRR10540162,,GSM4194691,SRR10540138,GSM4194697,SRR10540144,GSM4194703,SRR10540150,,,,,,,,,,cell line,Neural,HRPEpiC,,,,Illumina NextSeq 500,SE,,,2,cell cycle study,anaphase/telophase
GSE141227,SRR10566905,,GSM4198774,SRR10566901,,,,,,,,,,,,,,cell line,Blood,CA46,,,control,Illumina NovaSeq 6000,PE,,,,Myc study,
GSE141227,SRR10566905,,GSM4198775,SRR10566902,,,,,,,,,,,,,,cell line,Blood,CA46,,,DMS,Illumina NovaSeq 6000,PE,,,,Myc study,
GSE141227,SRR10566905,,GSM4198776,SRR10566903,,,,,,,,,,,,,,cell line,Blood,CA46,,,Myc shRNA,Illumina NovaSeq 6000,PE,,,,Myc study,
GSE141227,SRR10566905,,GSM4198777,SRR10566904,,,,,,,,,,,,,,cell line,Blood,CA46,,,Myc shRNA + DMS,Illumina NovaSeq 6000,PE,,,,Myc study,
GSE142009,SRR10690997,,GSM4217610,SRR10690984,GSM4217615,SRR10690989,,,,,,,GSM4217612,SRR10690986,,,,cell line,Breast,MCF-7,,,control,Illumina NextSeq 500,PE,,,1,autophagy activator study,
GSE142009,SRR10690997,,GSM4217611,SRR10690985,GSM4217616,SRR10690990,,,,,,,GSM4217613,SRR10690987,,,,cell line,Breast,MCF-7,,,control,Illumina NextSeq 500,PE,,,2,autophagy activator study,
GSE142009,SRR10691011,,GSM4217624,SRR10690998,GSM4217629,SRR10691003,,,,,,,GSM4217626,SRR10691000,,,,cell line,Breast,MCF-7,,,MG132 4 hours,Illumina NextSeq 500,PE,,,1,autophagy activator study,
GSE142009,SRR10691011,,GSM4217625,SRR10690999,GSM4217630,SRR10691004,,,,,,,GSM4217627,SRR10691001,,,,cell line,Breast,MCF-7,,,MG132 4 hours,Illumina NextSeq 500,PE,,,2,autophagy activator study,
GSE142009,SRR10691025,,GSM4217638,"SRR10691012	",GSM4217643,SRR10691017,,,,,,,GSM4217640,SRR10691014,,,,cell line,Breast,MCF-7,,,MG132 24 hours,Illumina NextSeq 500,PE,,,1,autophagy activator study,
GSE142009,SRR10691025,,GSM4217639,SRR10691013,GSM4217644,SRR10691018,,,,,,,GSM4217641,SRR10691015,,,,cell line,Breast,MCF-7,,,MG132 24 hours,Illumina NextSeq 500,PE,,,2,autophagy activator study,
GSE145250,SRR11080016,,,,GSM4310184,SRR11080012,,,,,,,,,,,,cell line,Others,H69,,,TGF,Illumina HiSeq 4000,PE,,,1,TGF study,
GSE145250,SRR11080016,,,,GSM4310186,SRR11080014,,,,,,,,,,,,cell line,Others,H69,,,TGF,Illumina HiSeq 4000,PE,,,2,TGF study,
GSE145250,SRR11080021,,,,GSM4310189,SRR11080017,,,,,,,,,,,,cell line,Others,H69,,,control,Illumina HiSeq 4000,PE,,,1,TGF study,
GSE145250,SRR11080021,,,,GSM4310191,SRR11080019,,,,,,,,,,,,cell line,Others,H69,,,control,Illumina HiSeq 4000,PE,,,2,TGF study,
GSE145964,SRR11185368,,GSM4340288,SRR11185352,GSM4340234,SRR11185298,,,GSM4340252,SRR11185316,,,GSM4340270,SRR11185334,,,,cell line,Pluripotent stem cell,Embryonic Stem Cells,,,,HiSeq X Ten,PE,,,1,passage number study,passage 60
GSE145964,SRR11185368,,GSM4340289,SRR11185353,GSM4340235,SRR11185299,,,GSM4340253,SRR11185317,,,GSM4340271,SRR11185335,,,,cell line,Pluripotent stem cell,Embryonic Stem Cells,,,,HiSeq X Ten,PE,,,2,passage number study,passage 60
GSE145964,SRR11185368,,GSM4340290,SRR11185354,GSM4340236,SRR11185300,,,GSM4340254,SRR11185318,,,GSM4340272,SRR11185336,,,,cell line,Pluripotent stem cell,Embryonic Stem Cells,,,,HiSeq X Ten,PE,,,3,passage number study,passage 60
GSE145964,SRR11185369,,GSM4340291,SRR11185355,GSM4340237,SRR11185301,,,GSM4340255,SRR11185319,,,GSM4340273,SRR11185337,,,,cell line,Pluripotent stem cell,iPS cells,,,,HiSeq X Ten,PE,,,1,passage number study,passage 15
GSE145964,SRR11185369,,GSM4340292,SRR11185356,GSM4340238,SRR11185302,,,GSM4340256,SRR11185320,,,GSM4340274,SRR11185338,,,,cell line,Pluripotent stem cell,iPS cells,,,,HiSeq X Ten,PE,,,2,passage number study,passage 15
GSE145964,SRR11185369,,GSM4340293,SRR11185357,GSM4340239,SRR11185303,,,GSM4340257,SRR11185321,,,GSM4340275,SRR11185339,,,,cell line,Pluripotent stem cell,iPS cells,,,,HiSeq X Ten,PE,,,3,passage number study,passage 15
GSE145964,SRR11185370,,GSM4340294,SRR11185358,GSM4340240,SRR11185304,,,GSM4340258,SRR11185322,,,GSM4340276,SRR11185340,,,,cell line,Others,Mesenchymal stem cells,,,,HiSeq X Ten,PE,,,1,passage number study,passage 5
GSE145964,SRR11185370,,GSM4340295,SRR11185359,GSM4340241,SRR11185305,,,GSM4340259,SRR11185323,,,GSM4340277,SRR11185341,,,,cell line,Others,Mesenchymal stem cells,,,,HiSeq X Ten,PE,,,2,passage number study,passage 5
GSE145964,SRR11185370,,GSM4340296,SRR11185360,GSM4340242,SRR11185306,,,GSM4340260,SRR11185324,,,GSM4340278,SRR11185342,,,,cell line,Others,Mesenchymal stem cells,,,,HiSeq X Ten,PE,,,3,passage number study,passage 5
GSE145964,SRR11185371,,GSM4340297,SRR11185361,GSM4340243,SRR11185307,,,GSM4340261,SRR11185325,,,GSM4340279,SRR11185343,,,,cell line,Neural,Neural Stem Cells,,,,HiSeq X Ten,PE,,,1,passage number study,passage 5
GSE145964,SRR11185371,,GSM4340298,SRR11185362,GSM4340244,SRR11185308,,,GSM4340262,SRR11185326,,,GSM4340280,SRR11185344,,,,cell line,Neural,Neural Stem Cells,,,,HiSeq X Ten,PE,,,2,passage number study,passage 5
GSE145964,SRR11185371,,GSM4340299,SRR11185363,GSM4340245,SRR11185309,,,GSM4340263,SRR11185327,,,GSM4340281,SRR11185345,,,,cell line,Neural,Neural Stem Cells,,,,HiSeq X Ten,PE,,,3,passage number study,passage 5
GSE147042,SRR11312970,,GSM4413584,SRR11312969,GSM4413582,SRR11312967,,,GSM4413583,SRR11312968,,,,,,,,cell line,Liver,Hep G2,,,,Illumina NovaSeq 6000,PE,,4,,manual vs automated ChIP-Seq protocol study,low cell number < 25000
GSE147042,SRR11312974,,GSM4413588,SRR11312973,GSM4413586,SRR11312971,,,GSM4413587,SRR11312972,,,,,,,,cell line,Liver,Hep G2,,,,Illumina NovaSeq 6000,PE,,3,,manual vs automated ChIP-Seq protocol study,low cell number < 25000
GSE147042,SRR11312978,,GSM4413592,SRR11312977,GSM4413590,SRR11312975,,,GSM4413591,SRR11312976,,,,,,,,cell line,Liver,Hep G2,,,,Illumina NovaSeq 6000,PE,,2,,manual vs automated ChIP-Seq protocol study,low cell number < 25000
GSE147042,SRR11312982,,GSM4413596,SRR11312981,GSM4413594,SRR11312979,,,GSM4413595,SRR11312980,,,,,,,,cell line,Liver,Hep G2,,,,Illumina NovaSeq 6000,PE,,1,,manual vs automated ChIP-Seq protocol study,low cell number < 25000
GSE147042,SRR11312986,,GSM4413600,SRR11312985,GSM4413598,SRR11312983,,,GSM4413599,SRR11312984,,,,,,,,cell line,Liver,Hep G2,,,,Illumina NovaSeq 6000,PE,,4,,manual vs automated ChIP-Seq protocol study,very low cell number < 5000
GSE147042,SRR11312990,,GSM4413604,SRR11312989,GSM4413602,SRR11312987,,,GSM4413603,SRR11312988,,,,,,,,cell line,Liver,Hep G2,,,,Illumina NovaSeq 6000,PE,,3,,manual vs automated ChIP-Seq protocol study,very low cell number < 5000
GSE147042,SRR11312994,,GSM4413608,SRR11312993,GSM4413606,SRR11312991,,,GSM4413607,SRR11312992,,,,,,,,cell line,Liver,Hep G2,,,,Illumina NovaSeq 6000,PE,,2,,manual vs automated ChIP-Seq protocol study,very low cell number < 5000
GSE147042,SRR11312998,,GSM4413612,SRR11312997,GSM4413610,SRR11312995,,,GSM4413611,SRR11312996,,,,,,,,cell line,Liver,Hep G2,,,,Illumina NovaSeq 6000,PE,,1,,manual vs automated ChIP-Seq protocol study,very low cell number < 5000
GSE150336,SRR11773150,,,,GSM4547024,SRR11773154,,,,,,,,,,,,,Prostate,PC-3,,,control,Illumina HiSeq 2000,SE,,,,HDAC inhibition study,
GSE150336,SRR11773151,,,,GSM4547025,SRR11773155,,,,,,,,,,,,,Prostate,PC-3,,,Vorinostat,Illumina HiSeq 2000,SE,,,,HDAC inhibition study,
GSE151078,SRR11832933,,GSM4566016,SRR11832878,GSM4566038,SRR11832900,,,GSM4565992,SRR11832922,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 1; cell CD34+ CD1-
GSE151078,SRR11832933,,GSM4566017,SRR11832879,GSM4566039,SRR11832901,,,GSM4565993,SRR11832923,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 1; cell CD34+ CD1+
GSE151078,SRR11832933,,GSM4566018,SRR11832880,GSM4566040,SRR11832902,,,GSM4565994,SRR11832924,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 1; cell CD34+ CD4+
GSE151078,SRR11832933,,GSM4566019,SRR11832881,GSM4566041,SRR11832903,,,GSM4565995,SRR11832925,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 1; cell ISP CD28+
GSE151078,SRR11832933,,GSM4566020,SRR11832882,GSM4566042,SRR11832904,,,GSM4565996,SRR11832926,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 1; cell DP CD3-
GSE151078,SRR11832933,,GSM4566021,SRR11832883,GSM4566043,SRR11832905,,,GSM4565997,SRR11832927,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 1; cell DP CD3+
GSE151078,SRR11832933,,GSM4566022,SRR11832884,GSM4566044,SRR11832906,,,GSM4565998,SRR11832928,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 1; cell SP CD4+
GSE151078,SRR11832933,,GSM4566023,SRR11832885,GSM4566045,SRR11832907,,,GSM4565999,SRR11832929,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 1; cell SP CD8+
GSE151078,SRR11832933,,GSM4566024,SRR11832886,GSM4566046,SRR11832908,,,GSM4566000,SRR11832930,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 1; cell gamma delta CD1-
GSE151078,SRR11832933,,GSM4566025,SRR11832887,GSM4566047,SRR11832909,,,GSM4566001,SRR11832931,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 1; cell gamma delta CD1+
GSE151078,SRR11832933,,GSM4566026,SRR11832888,GSM4566048,SRR11832910,,,GSM4566002,SRR11832932,,,,,0,,,tissue,Blood,CD34+,,,,Illumina NextSeq 500,SE,,,,,donor 1; cell HPC
GSE151078,SRR11832877,,GSM4566027,SRR11832889,GSM4566049,SRR11832911,,,GSM4566004,SRR11832934,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 2; cell CD34+ CD1-
GSE151078,SRR11832877,,GSM4566028,SRR11832890,GSM4566050,SRR11832912,,,GSM4566005,SRR11832935,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 2; cell CD34+ CD1+
GSE151078,SRR11832877,,GSM4566029,SRR11832891,GSM4566051,SRR11832913,,,GSM4566006,SRR11832936,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 2; cell CD34+ CD4+
GSE151078,SRR11832877,,GSM4566030,SRR11832892,GSM4566052,SRR11832914,,,GSM4566007,SRR11832937,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 2; cell ISP CD28+
GSE151078,SRR11832877,,GSM4566031,SRR11832893,GSM4566053,SRR11832915,,,GSM4566008,SRR11832938,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 2; cell DP CD3-
GSE151078,SRR11832877,,GSM4566032,SRR11832894,GSM4566054,SRR11832916,,,GSM4566009,SRR11832871,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 2; cell DP CD3+
GSE151078,SRR11832877,,GSM4566033,SRR11832895,GSM4566055,SRR11832917,,,GSM4566010,SRR11832872,,,,,0,,,tissue,Others,Thymus,,,,Illumina NextSeq 500,SE,,,,,donor 2; cell SP CD4+
