File accession	File format	Output type	Assay term name	Dataset accession	Annotation type	Software used	Encyclopedia Version	Biosample term id	Biosample term name	Biosample type	Life stage	Age	Age units	Organism	Targets	Dataset date released	Project	Lab	md5sum	dbxrefs	File download URL	Assembly	Controlled by	File Status	Derived from	S3 URL	Azure URL	Size	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF032PIX	bigWig	signal p-value	ChIP-seq	ENCSR706WKZ	imputation	Avocado	current, ENCODE v5	EFO:0005720	SK-MEL-5	cell line				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	dc40489d381bca68b7c470bf0d0d224e		https://www.encodeproject.org/files/ENCFF032PIX/@@download/ENCFF032PIX.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/04/ec1cb6da-96b7-4481-880f-55d40674c96e/ENCFF032PIX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/04/ec1cb6da-96b7-4481-880f-55d40674c96e/ENCFF032PIX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	634977115			
ENCFF345XAY	bigWig	signal p-value	ChIP-seq	ENCSR882PWW	imputation	Avocado	current, ENCODE v5	UBERON:0002046	thyroid gland	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	287f6311f557e3bcc4b3bb6bcc7f1db6		https://www.encodeproject.org/files/ENCFF345XAY/@@download/ENCFF345XAY.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/04/db4a3e9c-811b-42dd-812b-d017fd5a2773/ENCFF345XAY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/04/db4a3e9c-811b-42dd-812b-d017fd5a2773/ENCFF345XAY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	627400428			
ENCFF511HPT	bigWig	signal p-value	ChIP-seq	ENCSR980KOA	imputation	Avocado	current, ENCODE v5	EFO:0005720	SK-MEL-5	cell line				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	8c15d594a2395bfd9ca9dda5fb5bb808		https://www.encodeproject.org/files/ENCFF511HPT/@@download/ENCFF511HPT.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/04/7b62536f-03cf-4d34-aec6-9f2406417b71/ENCFF511HPT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/04/7b62536f-03cf-4d34-aec6-9f2406417b71/ENCFF511HPT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	637123671			
ENCFF998VZA	bigWig	signal p-value	ChIP-seq	ENCSR699BBK	imputation	Avocado	current, ENCODE v5	EFO:0002860	SK-N-MC	cell line				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	3df8f24282b4a9a11dcb31089623671a		https://www.encodeproject.org/files/ENCFF998VZA/@@download/ENCFF998VZA.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/02/59e7b1db-0cfe-4d92-ba1e-9057bf0d98a7/ENCFF998VZA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/02/59e7b1db-0cfe-4d92-ba1e-9057bf0d98a7/ENCFF998VZA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	643668256			
ENCFF665YTU	bigWig	signal p-value	ChIP-seq	ENCSR833QUE	imputation	Avocado	current, ENCODE v5	CL:0002618	endothelial cell of umbilical vein	primary cell				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	f526c9eab8e39b0a76f5813225b7322f		https://www.encodeproject.org/files/ENCFF665YTU/@@download/ENCFF665YTU.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/02/ad6e8d8b-ae18-45a5-b22a-777c54a4de11/ENCFF665YTU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/02/ad6e8d8b-ae18-45a5-b22a-777c54a4de11/ENCFF665YTU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	619693763			
ENCFF374NCW	bigWig	signal p-value	ChIP-seq	ENCSR917AQG	imputation	Avocado	current, ENCODE v5	CL:0000515	skeletal muscle myoblast	primary cell				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	ac9aca5437f3be287addbcfb19cfbd68		https://www.encodeproject.org/files/ENCFF374NCW/@@download/ENCFF374NCW.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/31/609446f4-2a07-485d-a6cc-0e615c471b78/ENCFF374NCW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/31/609446f4-2a07-485d-a6cc-0e615c471b78/ENCFF374NCW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	616379577			
ENCFF509YXQ	bigWig	signal p-value	ChIP-seq	ENCSR311URS	imputation	Avocado	current, ENCODE v5	UBERON:0002369	adrenal gland	tissue				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	efd4a8ca75be5312a383231c97248b52		https://www.encodeproject.org/files/ENCFF509YXQ/@@download/ENCFF509YXQ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/17/2d0f2f25-6628-4641-85fb-be9b56caaa30/ENCFF509YXQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/17/2d0f2f25-6628-4641-85fb-be9b56caaa30/ENCFF509YXQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	632823781			
ENCFF117HWW	bigWig	signal p-value	ChIP-seq	ENCSR125ZXR	imputation	Avocado	current, ENCODE v5	EFO:0001187	HepG2	cell line				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	805657c7b78a76aa25e99ec722308ef5		https://www.encodeproject.org/files/ENCFF117HWW/@@download/ENCFF117HWW.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/27/b509042f-7229-4b51-9fb4-0b8f90af0eb9/ENCFF117HWW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/27/b509042f-7229-4b51-9fb4-0b8f90af0eb9/ENCFF117HWW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	618851440			
ENCFF362BWD	bigWig	signal p-value	ChIP-seq	ENCSR420ZXQ	imputation	Avocado	current, ENCODE v5	UBERON:0014455	subcutaneous abdominal adipose tissue	tissue				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	0868902b9d9d0ae805ecf443245a2539		https://www.encodeproject.org/files/ENCFF362BWD/@@download/ENCFF362BWD.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/01/da44763b-6802-47fd-bffe-5867ab94bb9e/ENCFF362BWD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/01/da44763b-6802-47fd-bffe-5867ab94bb9e/ENCFF362BWD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	635968618			
ENCFF653DMF	bigWig	signal p-value	ChIP-seq	ENCSR403HJR	imputation	Avocado	current, ENCODE v5	UBERON:0000992	ovary	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	177458ac94eec278cbe8fdc2c31c05bc		https://www.encodeproject.org/files/ENCFF653DMF/@@download/ENCFF653DMF.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/17/857d235a-711e-41a1-a688-150ec50565b4/ENCFF653DMF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/17/857d235a-711e-41a1-a688-150ec50565b4/ENCFF653DMF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	618891026			
ENCFF225RAO	bigWig	signal p-value	ChIP-seq	ENCSR917VDH	imputation	Avocado	current, ENCODE v5	UBERON:0001043	esophagus	tissue				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	6ed6545eecd3bf629da73dfb89809964		https://www.encodeproject.org/files/ENCFF225RAO/@@download/ENCFF225RAO.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/25/6d1f1c9f-9cd3-496e-9c96-4264684c2a94/ENCFF225RAO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/25/6d1f1c9f-9cd3-496e-9c96-4264684c2a94/ENCFF225RAO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	616282337			
ENCFF366JBE	bigWig	signal p-value	ChIP-seq	ENCSR346SLV	imputation	Avocado	current, ENCODE v5	EFO:0003072	SK-N-SH	cell line				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	44a652ef69587ae751766929a3fa6080		https://www.encodeproject.org/files/ENCFF366JBE/@@download/ENCFF366JBE.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/15/cbf4ec8d-2bc4-4113-b682-a1a82b3fc730/ENCFF366JBE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/15/cbf4ec8d-2bc4-4113-b682-a1a82b3fc730/ENCFF366JBE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	638455408			
ENCFF629BZO	bigWig	signal p-value	ChIP-seq	ENCSR729CVW	imputation	Avocado	current, ENCODE v5	UBERON:0002037	cerebellum	tissue				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	c0c5c94875605a646403f772fa51b36a		https://www.encodeproject.org/files/ENCFF629BZO/@@download/ENCFF629BZO.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/01/848b22a9-bf5f-45ed-999c-f413d1db369b/ENCFF629BZO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/01/848b22a9-bf5f-45ed-999c-f413d1db369b/ENCFF629BZO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	636600208			
ENCFF540NQQ	bigWig	signal p-value	ChIP-seq	ENCSR560CCB	imputation	Avocado	current, ENCODE v5	EFO:0002860	SK-N-MC	cell line				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	1e86aad5b63aa3e5c0146701002fb28e		https://www.encodeproject.org/files/ENCFF540NQQ/@@download/ENCFF540NQQ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/02/f7992254-1644-4b4a-b53d-e4f95126ece1/ENCFF540NQQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/02/f7992254-1644-4b4a-b53d-e4f95126ece1/ENCFF540NQQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	630296832			
ENCFF533YEF	bigWig	signal p-value	ChIP-seq	ENCSR949ABT	imputation	Avocado	current, ENCODE v5	UBERON:0004264	lower leg skin	tissue				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	eae72c544b91e09fd3bde365a97a62bb		https://www.encodeproject.org/files/ENCFF533YEF/@@download/ENCFF533YEF.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/01/103683e4-9ab8-4dab-bfe3-a1556c3a3018/ENCFF533YEF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/01/103683e4-9ab8-4dab-bfe3-a1556c3a3018/ENCFF533YEF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	625925209			
ENCFF286JTS	bigWig	signal p-value	ChIP-seq	ENCSR203TAT	imputation	Avocado	current, ENCODE v5	UBERON:0000320	duodenal mucosa	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	12cf784acb52e2804acfb7f493b5292d		https://www.encodeproject.org/files/ENCFF286JTS/@@download/ENCFF286JTS.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/03/a4fd302b-868d-44b8-93e1-eae527c8ccee/ENCFF286JTS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/03/a4fd302b-868d-44b8-93e1-eae527c8ccee/ENCFF286JTS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	632818963			
ENCFF964SVL	bigWig	signal p-value	ChIP-seq	ENCSR455BBD	imputation	Avocado	current, ENCODE v5	CL:0002568	mesenchymal stem cell of Wharton's jelly	primary cell				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	ceac052f7784e57609f5553ca723ed10		https://www.encodeproject.org/files/ENCFF964SVL/@@download/ENCFF964SVL.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/01/e4fef4da-f247-4bbc-a7c9-8db3888adbae/ENCFF964SVL.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/01/e4fef4da-f247-4bbc-a7c9-8db3888adbae/ENCFF964SVL.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	636014254			
ENCFF737SEP	bigWig	signal p-value	ChIP-seq	ENCSR637MWD	imputation	Avocado	current, ENCODE v5	EFO:0002791	HeLa-S3	cell line				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	1750c3c7a41ba0cebdd0b99920ba28e6		https://www.encodeproject.org/files/ENCFF737SEP/@@download/ENCFF737SEP.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/30/3be0a233-c217-41bc-a613-3feb76d96329/ENCFF737SEP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/30/3be0a233-c217-41bc-a613-3feb76d96329/ENCFF737SEP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	632674905			
ENCFF799RGV	bigWig	signal p-value	ChIP-seq	ENCSR786VVV	imputation	Avocado	current, ENCODE v5	CL:1001606	foreskin keratinocyte	primary cell				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	84eaa0a62ac3d3f93dd6ab69e0a0cc9a		https://www.encodeproject.org/files/ENCFF799RGV/@@download/ENCFF799RGV.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/09/24b963fa-d8c6-4a38-943c-24191471382c/ENCFF799RGV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/09/24b963fa-d8c6-4a38-943c-24191471382c/ENCFF799RGV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	651880549			
ENCFF470CFQ	bigWig	signal p-value	ChIP-seq	ENCSR118TJJ	imputation	Avocado	current, ENCODE v5	EFO:0002106	A673	cell line				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	9b7060949ccd67536c42a89b9ea00345		https://www.encodeproject.org/files/ENCFF470CFQ/@@download/ENCFF470CFQ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/31/13bc27e0-da6b-4d35-a5cc-bce9038f6933/ENCFF470CFQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/31/13bc27e0-da6b-4d35-a5cc-bce9038f6933/ENCFF470CFQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	640316352			
ENCFF200IMF	bigWig	signal p-value	ChIP-seq	ENCSR507PYQ	imputation	Avocado	current, ENCODE v5	UBERON:0036149	suprapubic skin	tissue				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	514955c44dc85d1a9698e016746cd8e4		https://www.encodeproject.org/files/ENCFF200IMF/@@download/ENCFF200IMF.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/01/ed74c0a8-5019-47fa-bba4-6083c5f95726/ENCFF200IMF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/01/ed74c0a8-5019-47fa-bba4-6083c5f95726/ENCFF200IMF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	628435155			
ENCFF332OMZ	bigWig	signal p-value	ChIP-seq	ENCSR593MHC	imputation	Avocado	current, ENCODE v5	UBERON:0002107	liver	tissue				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	9f1d23476ca9749f1c6885bcab7f064d		https://www.encodeproject.org/files/ENCFF332OMZ/@@download/ENCFF332OMZ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/03/191207c5-1f5e-46fb-be85-70e2e47a285b/ENCFF332OMZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/03/191207c5-1f5e-46fb-be85-70e2e47a285b/ENCFF332OMZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	602536595			
ENCFF437IWM	bigWig	signal p-value	ChIP-seq	ENCSR775OVR	imputation	Avocado	current, ENCODE v5	UBERON:0036149	suprapubic skin	tissue				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	026b89ffd82820f5f91c8c661ff302c3		https://www.encodeproject.org/files/ENCFF437IWM/@@download/ENCFF437IWM.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/01/645b128a-570f-4ce5-b8e9-2e5d56e06b86/ENCFF437IWM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/01/645b128a-570f-4ce5-b8e9-2e5d56e06b86/ENCFF437IWM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	621417980			
ENCFF845GEU	bigWig	signal p-value	ChIP-seq	ENCSR136GMI	imputation	Avocado	current, ENCODE v5	EFO:0003044	NCI-H460	cell line				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	7c0774f1052977b7eef2559df56a7185		https://www.encodeproject.org/files/ENCFF845GEU/@@download/ENCFF845GEU.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/02/4e668ec2-8a52-4bd0-9f81-c2c4223ba53c/ENCFF845GEU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/02/4e668ec2-8a52-4bd0-9f81-c2c4223ba53c/ENCFF845GEU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	636569085			
ENCFF276TRW	bigWig	signal p-value	ChIP-seq	ENCSR742SDZ	imputation	Avocado	current, ENCODE v5	CL:0002618	endothelial cell of umbilical vein	primary cell				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	a4bb81ad3926cd88d447db177701640e		https://www.encodeproject.org/files/ENCFF276TRW/@@download/ENCFF276TRW.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/03/07b9c733-5d38-4845-84e0-1be2c5ebf519/ENCFF276TRW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/03/07b9c733-5d38-4845-84e0-1be2c5ebf519/ENCFF276TRW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	622640177			
ENCFF631BIN	bigWig	signal p-value	ChIP-seq	ENCSR405NSQ	imputation	Avocado	current, ENCODE v5	EFO:0002074	PC-3	cell line				Homo sapiens	H3K27me3-human	2020-02-21	ENCODE	Bill Noble, UW	8bbd8819d9ca90fc7fcf5a788e93d99e		https://www.encodeproject.org/files/ENCFF631BIN/@@download/ENCFF631BIN.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/10/8a5373d2-04a3-4663-9318-45869ca77ca1/ENCFF631BIN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/10/8a5373d2-04a3-4663-9318-45869ca77ca1/ENCFF631BIN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	658524197			
ENCFF003QML	bigWig	signal p-value	ChIP-seq	ENCSR263SXH	imputation	Avocado	current, ENCODE v5	EFO:0003044	NCI-H460	cell line				Homo sapiens	H3K9ac-human	2020-02-21	ENCODE	Bill Noble, UW	41a88bb3638dfcde47073d1d41643ea8		https://www.encodeproject.org/files/ENCFF003QML/@@download/ENCFF003QML.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/02/02/4112443c-7892-4c11-9d83-cf148b470a8e/ENCFF003QML.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/02/02/4112443c-7892-4c11-9d83-cf148b470a8e/ENCFF003QML.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	628243521			
ENCFF118DGR	bigWig	signal p-value	ChIP-seq	ENCSR033YYO	imputation	Avocado	current, ENCODE v5	UBERON:0002106	spleen	tissue				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	96989dab0e51b438f503c30b85e5dffc		https://www.encodeproject.org/files/ENCFF118DGR/@@download/ENCFF118DGR.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/02/7d937774-6db1-4936-b65c-1d0568386d7d/ENCFF118DGR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/02/7d937774-6db1-4936-b65c-1d0568386d7d/ENCFF118DGR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	626016157			
ENCFF627KSR	bigWig	signal p-value	ChIP-seq	ENCSR315VUR	imputation	Avocado	current, ENCODE v5	UBERON:0002108	small intestine	tissue				Homo sapiens	H3K36me3-human	2020-02-21	ENCODE	Bill Noble, UW	d4652b4101211ebff3ca9308aff82d0f		https://www.encodeproject.org/files/ENCFF627KSR/@@download/ENCFF627KSR.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/12/ebf5a842-61fd-4c59-9def-65ea33c7edec/ENCFF627KSR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/12/ebf5a842-61fd-4c59-9def-65ea33c7edec/ENCFF627KSR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	606831796			
ENCFF736VHX	bigWig	signal p-value	ChIP-seq	ENCSR846WNM	imputation	Avocado	current, ENCODE v5	UBERON:0002107	liver	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	b10761bdefabfd6f4868fae6b352578f		https://www.encodeproject.org/files/ENCFF736VHX/@@download/ENCFF736VHX.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/14/b63ee148-da4d-4f44-a5a5-22ac867cb053/ENCFF736VHX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/14/b63ee148-da4d-4f44-a5a5-22ac867cb053/ENCFF736VHX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	634550903			
ENCFF621AIW	bigWig	signal p-value	ChIP-seq	ENCSR088LOC	imputation	Avocado	current, ENCODE v5	UBERON:0008952	upper lobe of left lung	tissue				Homo sapiens	H3K9me3-human	2020-02-21	ENCODE	Bill Noble, UW	40b1143cb68918f5a6cc3c044a7470fa		https://www.encodeproject.org/files/ENCFF621AIW/@@download/ENCFF621AIW.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/29/bab2b902-d445-479e-a286-2bcb1492d0a9/ENCFF621AIW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/29/bab2b902-d445-479e-a286-2bcb1492d0a9/ENCFF621AIW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	615686516			
ENCFF708DIK	bigWig	signal p-value	ChIP-seq	ENCSR193MKW	imputation	Avocado	current, ENCODE v5	CL:1001608	foreskin fibroblast	primary cell				Homo sapiens	H3K27ac-human	2020-02-21	ENCODE	Bill Noble, UW	92d3c34a024673014a02bcea99092dc9		https://www.encodeproject.org/files/ENCFF708DIK/@@download/ENCFF708DIK.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2020/01/08/b1352f54-2a5c-468e-9e62-fab30f0b4222/ENCFF708DIK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/01/08/b1352f54-2a5c-468e-9e62-fab30f0b4222/ENCFF708DIK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	617952076			
ENCFF018PUJ	bigWig	signal p-value	ChIP-seq	ENCSR985VAK	imputation	Avocado	current, ENCODE v5	UBERON:0000945	stomach	tissue				Homo sapiens	H3K4me3-human	2020-02-21	ENCODE	Bill Noble, UW	8e253a50213651e3f3c20e8a37535b70		https://www.encodeproject.org/files/ENCFF018PUJ/@@download/ENCFF018PUJ.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/26/a984e8ff-342a-4aa8-baef-0387cae4f8e4/ENCFF018PUJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/26/a984e8ff-342a-4aa8-baef-0387cae4f8e4/ENCFF018PUJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	632930773			
ENCFF152QBO	bigWig	signal p-value	ChIP-seq	ENCSR859SFP	imputation	Avocado	current, ENCODE v5	UBERON:0001987	placenta	tissue				Homo sapiens	H3K4me1-human	2020-02-21	ENCODE	Bill Noble, UW	4e722e0ce82d168db5474ae613500411		https://www.encodeproject.org/files/ENCFF152QBO/@@download/ENCFF152QBO.bigWig	GRCh38		released		https://encode-public.s3.amazonaws.com/2019/12/16/ec689e4c-afcb-44ee-a71e-577f623d00ca/ENCFF152QBO.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/12/16/ec689e4c-afcb-44ee-a71e-577f623d00ca/ENCFF152QBO.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	644500641			
